SYNRG	0.715581582
SREK1	0.992306809
SLC25A46	0.057411873
COL4A5	0.36387645
CCDC22	-0.463887932
MVD	0.020897922
PLP2	-0.760707314
SHH	0.46319899
ARID4B	-0.808244345
ST6GALNAC6	0.727867723
MED6	-0.954759444
GPR156	-0.369617637
TAOK1	-0.443793777
TELO2	0.339304168
LRRC19	-0.601561603
EEF2	-0.747847055
RNASEH2B	-0.198415432
PKN3	-0.419910437
AUH	-0.308416581
CALD1	0.42886669
NDUFB6	0.723274773
PIP4K2A	0.363646802
DYNLRB2	-0.967964175
CRIPAK	0.666207372
CCDC70	0.603398783
SYT17	-0.910552302
ARHGEF16	-0.183717993
SERPINA1	0.671144793
C19orf44	0.455390975
NXPE1	-0.574692846
CENPW	-0.632564014
SLC2A5	-0.030198645
EXD1	-0.349638305
KRT5	-0.97117924
MED25	0.409691124
CCT2	-0.907681709
LDLRAD2	-0.563899414
SUMF2	0.143185211
RAB8B	0.097944655
SMR3A	-0.305890458
IL36G	0.689516592
HS6ST2	-0.301871627
ZNF534	0.596394534
ABCG2	-0.309105523
EDAR	-0.862096682
SP110	0.65541394
CXCL9	0.368010104
PRODH	0.759329429
PGLYRP4	-0.465610288
NDUFA10	0.002181651
SRSF7	-0.064760592
C4orf46	0.850499483
TPP1	-0.653347112
TNFAIP1	0.469629119
KIF17	-0.012171317
SLC9B2	0.6407165
UBAP1	-0.06223447
DMC1	-0.569755425
OIP5	-0.331610977
PYROXD2	-0.193248364
SLA	-0.310942703
SLC23A3	0.675852566
MYOZ3	0.055459869
ZNF181	0.923412562
UCN3	0.58399357
DDN	-0.747961879
KLRF1	-0.024916753
BTN3A1	0.567688598
C16orf46	-0.220576415
PRB4	0.745206109
ARHGAP23	-0.875071765
NLRP13	0.354231255
KRT8	0.120679757
MYH10	0.393386152
DDRGK1	-0.126191296
C16orf13	0.917901022
NPTXR	0.128717419
PAX8	0.059134229
SLC29A3	-0.582271214
P2RY12	0.10850844
DNAJB11	-0.389252497
HMG20A	-0.853484901
LILRB2	0.84487312
CCL13	0.490527041
COLQ	0.920656792
RBM24	-0.45125732
OGN	0.610517855
MEX3C	-0.694224366
F2	0.230451257
SNAP25	-0.801699391
SLC22A23	-0.42059938
C5orf46	-0.806177518
CACNG8	0.33505569
TRIM7	-0.400964519
NEUROD2	-0.882305661
PDCL2	-0.463773108
DIS3	-0.401308991
DCLK3	0.394878861
MRPS28	-0.550005741
NFKB2	0.696865312
BAAT	0.829946033
